a,b,c,d,expected
1b810332,24a06954,1eb3d58a,9d45a417,24a07326
a2663873,a241bc9c,a1485c1d,9e40fbc6,a2ed6689
a272cdf4,9dd6d573,9fcbc468,209e7cc1,a265c7ea
1d468b7d,9da31037,9f2adc5a,1f308508,9c142844
22589b15,a3a8c5ab,1be4c026,1c72bcd2,a38daf7e
9b8a42ae,9b51af32,1bfe0580,9f13af18,9f139942
2409da5c,21c465db,24fb5693,20b12bd0,25220342
a36b11f6,9d922d3e,1f9c961c,2166601e,a35b850e
1f26f81c,23bb35ea,a080b4c0,9c4b06c3,23b984fd
22351e64,1c36b85d,9d8b851e,1ef3ea02,2236cbe1
234d809a,a1d67553,9ebd80ca,9f936e40,23312c53
2380fc7d,a11e0fe2,a0a8f781,2268f7e8,2396871d
a4cad85b,9fa440de,a334e95f,9c887203,a4e19f20
9e897a82,9c49136a,1eb51202,1cbc3983,1dc449f4
22686ca1,230b497a,22229b59,9ecd2eac,236da4e1
9e58af73,9b03b27d,9fb16a4b,9ce3ccb3,9fd05145
1fe2cfea,9b32f5fd,1f53ea08,20a3c94d,20f6e42a
a17215b9,1d95effd,1d5dce0d,9f6ae878,a17eba92
2088b694,a3794cdf,239a96e4,a1167577,225afd19
a3c8dfb0,a2b4c1c6,a074530b,9eef12cb,a3f8348c
220bc789,1e2decf9,201cc06a,234451d1,2369e230
21319ee1,1cfa1727,9b50b6ee,a2a288ab,a28c46cf
1d0019b1,1dbaf436,203f1d44,1e0dedff,204fd42c
22e0c793,1baf36a8,a11562f0,a19ff6dc,22a6203b
a3f648e2,9e58ceb1,203ddf79,9c17e0f9,a3f4e96d
247823c3,1c71fa07,9ea243e3,20f9fbf0,247a0464
9ceee88f,22adb2b2,9bdc7d90,9d8ec030,22ad7ca1
20ee5153,a2e0e59f,24c1e484,9fd04df4,24b49068
a0e870dc,a0f8d25f,9ccbcd13,a1a9cc60,a2112811
24f86b62,1c31c356,1c3c3f7e,1da62cb9,24f86eb2
1d8dd90d,a32288e4,9d6113be,9d86a6f6,a322960f
9e901055,9cfde9ad,1f4a87ce,a0d9db79,a0ca896e
9e29d202,1f1bc0f4,9b86072e,21e97e44,21ed0047
22d6a7fa,9ddfb051,a4e97695,220b3776,a4d7b5d8
23ffcaac,9fe6d3bd,1f7021da,a2a2db5a,23d6a513
1b4bd502,1f675c91,1b30749a,a236577f,a232b41c
9d8dbe15,a3a0c9e3,23f0f04e,1c6dec0e,23203ed6
20360aae,9d83ae7a,1ff5ea40,1ee88228,20a4f950
1e42bd31,a0a47dc7,1de4d1ac,a1b42fdb,a1dae501
2254ed8d,1f619b3f,a0151340,21539876,22820472
22c89d6e,1edd67e8,a1894624,1ca85ffd,22a733d3
22735c9e,9d26f995,1d54a5c0,a431a497,a4226e16
1e3aa485,21f9108f,1b33f1b9,204cc2a4,220a11e6
a3875450,23cde899,2417ef75,a176b148,24375ed4
1e3286a3,1f505765,a046c77c,1fbcd4cf,9f247b44
24e8c8f0,a0ae7c25,a251f505,a13082de,24e029c6
a0ae3224,220dfba5,232c9705,a19cd618,2337099a
22e6145b,9e3d6954,24b02312,22b87771,24ca05e3
9d1f2a23,9e2e4ab3,1e92b11a,1ba1a492,1da8b43a
a18d05bc,9e07f253,9fe5bb20,1c758f6f,a19c52a1
9c063430,2169e5e8,9e9a8caf,224d30cc,22833665
a02a8817,a27edd0c,1d87b576,24ea3d92,24e1f384
a4e5963e,24c76c9b,22c878e5,1e6e273f,a30cd51c
9b3fe912,1b185646,1f326f13,a48e1331,a48dfce8
9fab0fe7,1b3dc43d,9f737d2f,9bf7379f,a012b36a
2348d827,a28d564a,2457e2e7,1e8e2fab,24787fed
205d7ea8,9bc60c5e,1bf4e1e4,9bd4a8e7,205d2bbe
1c519c4e,22c091be,a2e3c2d5,1f6a7564,a185567d
1ccfae84,a33ebc91,22dd014b,a013fe27,a2a50acd
a2ae2db0,9f5a3162,1cf323aa,9e96d98e,a2b069ba
a2612fca,9c95125a,24b4f4de,9e5f27e9,24ade3d1
238ce5c0,a4f3cf50,22801dce,9bcb776d,a4c89436
a425afbc,a118db90,a0d8bae8,9c3e21f9,a429c55e
1bc2f1d3,1d8c90a5,1ff9d57a,1f10dfc8,2025e8ad
9ceb4fb0,9bc7493d,9e3b95d0,a46b45c4,a46b53b8
a2a79539,9efa0b30,1f67142d,a28910b6,a317e8e9
9bed24a3,1e72a0ad,1de8393d,a0a89cfc,a09da25b
9f467aae,a362fea8,a0cc2e0d,a4e86db7,a502d945
1fff54c6,9f7399b9,20aef6eb,23b30540,23b646a4
1f23c6e7,22e25988,9f95f4a1,1c1081f3,22e14dc7
231943de,9d04c560,1c821e85,1c8dc4e0,23194411
9ee2d0f2,9f1d24ab,206c9722,21cb8e35,21e0acb0
9fd5be49,9ec7cc81,206a405d,9e39091f,1fb5ae2d
9b204078,21935378,2196ba17,a06832b1,2206811b
21d819eb,24433962,20cf989e,a0d1781f,2449f672
9ff44fe8,9fed849d,1ffe8465,a39177d4,a3925b24
a0fb166a,20c9060d,9ecba52b,a32b3b45,a32d319a
a2a63e6e,1bbdca2b,a1d9b4e5,1fe425a4,a2d9181a
a4512898,a35758c3,22c0dc9d,1b4f2a11,a46ee301
9bef89e3,1d54be85,1b8fee10,20a1c8cb,20a35a61
1ffa0528,2374fde1,24440cc2,9cb67a7d,2480e3e8
a21dae7d,9f86be27,9e4c3d4d,9ec71d1d,a2243ee6
9ec8f559,a21091c2,9b99a747,9c2cba0f,a2123346
a4283c18,230f83c1,1efdc27c,1f90d9f4,a403f302
a1b691bc,9b147500,1bce0133,9c20ad2f,a1b69d95
9e6c2c8e,a1cc878c,9d1c1da3,22086594,21043a68
9cec1436,1bd2e509,9e730b12,22d87a33,22d7f538
9eaaa5a8,a45da53c,1b43a81e,22e2ab82,a44164f0
9fc0676c,1c9efa29,a05e0ee6,9b872a89,a09ea41e
21f6c258,20b21248,1b6d4c45,9e0d5607,221119d4
9dd508a6,9d8a0899,23d9bcc4,9d54a389,23d9a02e
1eecbfd2,9f9945f0,9f829d0a,1ff3d572,1e191364
21058040,1e29d9fe,a44224f3,1e6babcc,a43ff59a
9d7f5c6a,1e32d2b8,a29e359b,1c0627b4,a29df7ec
9e50dfef,22fd236d,a49d619c,9cec71fe,a48d96d9
a14c6197,1fca9217,a44c30d7,1f6161d0,a44ec4bc
9db691c1,24ba7931,a36ebfb3,1b7c009d,249c9e80
208a8003,9d2ced25,9b05426d,a249ae34,a2388b84
1b1ae6d4,9fdde006,1c04bcfb,1d539630,9fd5ec67
1e0875fc,a0b720d2,a29683f6,a0f954b3,a2b14713
20af25d4,a43abe6a,23f1331d,a0d738d8,a384ea03
a1424033,a2e93c30,211bd55b,a1c8ffa2,a31024ba
9d69622c,2280225a,2498b3f2,a3fed397,2441febe
20e3cd78,1e9a0ed6,9fc2b197,205d4a78,2115b39e
21b30897,1b72abab,210bdc69,a2152216,a0c5172d
1bf72ab6,a3c05d10,21ab1a8d,1ef942a9,a3b56c1f
2352c3e2,a1024118,1d96794f,a1eaa098,232d5e8d
a20b9698,9e449747,a423bb9d,21fa4c61,a424aeed
a12475ef,219948d0,9fc1f048,1ec78f01,20f83440
a4fbf98f,1efcb414,23234775,a40d675b,a5171a41
a4f9d51c,1bebdb1e,2063b9a8,a4656702,a5360b43
22433f8e,9db883df,2205d037,a0ebcbcc,22959d05
a1d81853,a414e61d,a379f2f2,a3598da7,a4884383
20064a44,24d0232d,9edc01c5,1ceb2450,24d0597d
1f44b137,a0527fc1,2366a065,9bfe4a3c,2364191b
229ac7f2,9b19b74e,20840442,1cc1259e,22a31315
9dfba45f,9e169bee,a0b29483,2164d9d9,21073ddf
24247972,244cd864,239b3139,a3e7f1db,24a578c2
1b9d0f0c,245e46ea,9e6de1e8,a4ea3a5f,a4763c64
a3177178,1bd186c3,1d4c2c62,1ca9d538,a3175dc4
1eedb1d4,9d0125c2,9ee9e865,9b6da6a1,9ce36968
22d482cd,1fc2e3bc,a388ade6,9ea7b55f,a325e879
a457c8f2,a1777b02,1c5332b6,9ff36d81,a45c1fc2
1b093ff8,a35f55cb,20988ff3,2303452a,a2ae9730
207229e1,1ba6dd39,9e0a3e2d,9ead55f5,20542eae
22767186,9f26987b,9f57cbc0,9cbc35d2,2270606e
9c907104,209e223f,9f5ceb1b,9db30cdc,207e506e
a22309bc,9c735d76,2303627a,2257ac33,2310874a
9f0ed47f,a0bbbfa4,a16ab634,1f56c111,a1a20b9e
a24260da,a2754bc0,9dd524e1,1be30c6a,a2dc080a
20d32c2d,9e855417,a3ff3e42,24961ed9,242e343f
1bf63ffc,a03144cc,a2ea52fd,1c281a76,a2efd40a
1bd1c043,9bb6c952,2375a2d2,9be3f636,2375a140
243ee1ca,a31a99bf,1c21521a,1c17d446,24183c93
227177a9,1b621a98,9f3ef54a,1f3d4d7e,22717492
23416eb8,9dea8ea6,a4c12856,21ab8910,a4a65005
2448ff89,225dfe2b,9da0b8ee,a4e06e84,a46a02a2
a0c2d8bf,1cb4232f,a14d01ec,a00882f9,a1a81a7c
1cc825f2,9ce74c47,a1a21e01,9fffc128,a1b221dd
22baaf5a,1bfa355b,a46ccaa2,a16d18cf,a459289d
1b623e89,1da41073,a0750186,9ffbe6e2,a0b6cdf2
9d25a11f,a20175ca,a205330c,222fa32a,a1ae5e29
1ddb308b,24416058,1d84820f,9e01ac8d,2441633b
218bedd2,9b201eca,a2a5528a,9c015913,a2825c61
a0e34444,1ece320a,1ccda2bc,9b2c6249,a0d5a90d
9d73d3b1,1c6c9872,23f90acf,1b74cc01,23f90584
9c051a35,9cef2565,a2bc88a8,9e2c3ae6,a2bcf1e1
9d9714ae,9beb7c6b,a0c3a351,9ec4ac37,a0d28546
9e684323,9e8cda03,a1ebdbe4,9fe2c147,a1fe0be7
a087a7e5,23b4be90,a00d907e,24c76bc8,24f3ccfc
9de6d858,1efce5d0,9cd16d1b,9cb6ce36,1eaaac05
1e41754c,1ecdb935,a3b2c73f,a0cd0193,a3b5afa8
1c79d4ce,9c259047,a25d6210,1f9e5bd7,a25869ed
1dd0983d,9fbd1de1,239ff1bb,1d977d83,239f4b1e
1eddb48d,1fa49ab0,a21bcdee,a2401136,a2aa7f73
23868e5a,1bb84280,9da3716d,9c702a27,238682fb
9f1e1440,1b37818c,a3251914,20022297,a323ade6
1b29a3da,9d9b77d6,9b1218ec,a04e496d,a0531f49
9c361008,2148e641,a444a2e4,a15b4eed,a444ed3d
1e733983,2421ab83,2122a777,9c3cc10a,24244498
2178ee66,1c72e15e,1c64e574,1b9401ea,217976d8
a49cd061,a22a0ad2,a083391a,22ce18f0,a495c262
9b6ae697,22fd19a2,9e957806,210b9fe7,2306fb29
1c531732,20de3ae6,9df320d5,24ad8353,24ae5e2b
9f1a29be,a3984b35,a013a52a,23a1963a,217ad4ba
1fe90051,a3bfa646,22a1a881,24ea9f0b,24c50a42
9f2d583c,2294e780,a2889c78,242ea286,24300091
9cbf68f0,9baeacfd,1dd106bb,2066f438,206ba645
24b2dddc,a1b170d9,1f79f5ec,9bf9f02b,24b03719
a1aeb11f,9c47940a,1dde1ec6,9d954d21,a1ae8140
a14c5026,230bddb1,247f8b79,a4aab53e,a358635d
1eb6b897,1e22bb89,24c935bd,1c94d8f8,24c946d3
a2b7cdca,a331e58b,1df4c85e,242b1426,23cf5161
1fbd0c13,9e023ab6,9f9784a7,227a2b28,227ad529
21413955,9c8b692d,a44d1602,1c8dfb4c,a44a1118
1f91bed1,22a09ede,a4d7cbe0,a4e5e146,a559bf64
202e6fe4,a0efef4b,9bb978a5,1e38c8dc,a0931f70
9bfb5787,21fa8912,1bc26a01,a113f382,21b08bc2
a1280272,1caa837f,9c1006aa,9cd3d7f7,a1283b1e
1eb3d699,243fc4d2,a36bd8d1,1c32dfd0,2404e5cb
9c9d626d,9c1b68e4,a49ccb74,1b82e5dd,a49ccc3e
1d27a4bd,1fb154b3,208ce6f2,a30256f8,a2f90539
a3bae814,1bbf74ae,a16a264b,a408dac0,a469f703
9eb984ce,9c9b986c,1f55921e,1ee7de6a,1f67e229
1d6eaea2,a394ad26,22d423ee,9da84833,a33f4e73
9ca0ea93,1fae2658,233ebfc9,24b0de89,24c8e16b
2439cc6e,2040336c,20687f1c,1ecd2d90,243b8ec6
9f6a4549,9b7e9a01,a486e06c,1fa56bb3,a486d47a
1ec57034,1eb9a243,9b1bc46c,1bf0fe3b,1f40cf74
a3f246a7,21d78d64,2118bfea,9befc3af,a3e008c1
20829c20,2040b786,9efb4961,9f14da21,20c0a809
a210263e,21b8bda2,a190b75a,1b9d341a,a1f83c61
1ebc830e,1eb1a847,9e27b920,2453e3fd,24540747
1d60247b,9c3a6e48,1ff3d6f8,9eebd095,1fbe6f1a
1f69ac50,2411e849,a41e7056,1f34e843,a242067e
9fcc8e09,9e9cc40d,9d715602,20746ef8,1fed9434
9d937ad3,24a26387,1d8a0eb4,9e19fe25,24a25e91
9f053faa,9ea7d48d,234f3bca,a0bf1d03,234869b8
9e4919c0,a34fb895,1db0c9e4,9dfa4abd,a34ff40c
204fc066,2247a33b,9b35b501,9cbb2e2c,22548505
244d9bf5,1b9735da,a2c648c5,1c3ead03,2434d3e7
9d6e08a2,a08f6a80,a1a16ca8,a1e687ed,a256231d
1bebaf97,1e6fe1f5,1b288132,23f91ca7,23f93be3
1b3c3cf1,23f2d131,a048224b,a42d41f1,a352852f
1d5e8016,1ef55966,1d2de3e2,9d4a1b3b,1f06d13f
9e0e7797,1fd71cf9,2197d65a,2118b119,21f083c7
a083d341,a41884c0,a246d897,2081eacb,a424f61a
21ddd8d5,1d70f03d,a37a87b1,24f02133,24d44982
a20be0be,a2288dd8,a474f9a0,9e9773e7,a48429bc
21c1a3f1,2085af3e,1e8837c6,9bf784e5,21e52127
21b5ff45,a34a1dad,22a08358,24349bc1,241bd4bb
1e97e359,9c2f438c,a2bbe9d7,1e8b51f2,a2bacc1c
a436639c,a2ffd17f,a0f770b9,2164a676,a454ba13
1ef2504f,9f932579,9d9d88a7,244aebb0,244abb7b
a48a9d26,1cb7e282,9d77c639,a428b2ed,a4def7d4
1d8ae227,a0a69534,1d317e51,9b1a963d,a0a31a02
a3b1a193,215f980b,a3519147,a46fdc2d,a4bcc974
a17fe53d,9d5fb82f,a41d7827,9dd45682,a42181de
a26ed924,21e6295a,20d8cac3,1beebecb,a1c14751
214c468f,1be048a9,2322d3f2,a161f6cb,23217aaf
1ba89be2,a189385a,22d2c89a,a321760a,a2926eee
1e236fca,9c78e5a5,1b5069ea,a040b73e,a037450d
208eb704,1f7cd998,9c93649f,1b9e38cb,20ade661
1c24a412,1fac6321,a342ea47,a4880476,a4a03654
21e210e6,a1e98c30,2449f27d,a10caf5c,244783e5
1f0b1e04,22787d0c,24e21c04,2220415f,24eef35b
a3fa98e5,1fcb3931,9d872171,9fcef973,a3faa517
a3a098c0,a0503c1e,21eeaf18,1c5f4913,a3934c88
a4fe8426,20e62a17,a3175c24,20aaeca5,a507ef4a
1f2f509e,9f76d467,9ce4c31b,a1c86f19,a1cae468
a1036e84,a4d37dcc,9c940cd4,a45b533d,a521176e
a01212d8,a1532d79,9df51f85,20a4b775,a12740b4
a393d608,22e03a4f,a10d5894,9cb3fb64,a3406a12
21deeb74,1b9ba9b7,2238fb7e,204baa42,229a985d
21c8053a,22b2e89e,a256c78d,21269baf,228e599c
22698af3,231d4fff,1dfc54b1,1b4714c2,2357d30d
9cf950c1,2343c176,1c6bb67d,a1f85630,2324b294
2189b322,23bcd8ce,9c477c15,a0457d16,23c3e777
1d08c7cb,1b8832fb,201e5ac6,a17002d2,a147d252
a4a94b48,23a11462,20d5975f,9c0d29ad,a48030df
1e9ffa5a,2353db01,a4645142,1c34b9f2,a42f45ce
a3a9ffda,9b0c8017,a27c40f9,1f7c75de,a3c90a04
9d50d15f,9cf8d924,1ff4d962,2168cdbc,21830dd5
9bff09cf,1d73305b,a430765c,20a4a1c8,a42f29cb
9c32bfdc,9b42c568,20eba087,242e4397,243019f5
218588ec,a309636f,a1ae3edc,a27feba0,a34e7515
a2dc9a03,9f24fd1f,a0fed41b,a1fb620b,a31654e1
a4830d55,a4a2dd23,a3df3e03,a00d5d5d,a52f0054
a00d3b1e,21cfd370,208b817f,a461e503,a45adca0
9be2b805,a194db84,9db7ecd4,a3a8f717,a3b25131
a2f3122b,a02ab1d4,a3037d40,23b5b7af,22d77c82
2024b7e3,1f3286af,225d0045,a2c9752b,a228d478
a0bff972,1b7d104e,1dbc77b9,2124d45e,208cc0cb
24487814,1cb9f033,a3ed8b05,a3df8e6e,a2f0998d
24f6eb5a,2338674c,248e6d6e,2321ddd9,255850b6
206231f4,a074ccf8,a2c35605,9c02be52,a2c3eef3
21a30b8c,a27136be,9bc5840c,1d4c13e0,a21f841f
9d2d66e1,1f48d55c,1fdaa86f,9c0d8187,201c4671
201d64de,a11f528e,9b6c0106,1b9d649f,a0efe8d4
23f13de3,1c625a3f,9bb1e8f5,1b5ccaaa,23f13f64
a146fcb2,a12fb702,1f9ac783,1dfc9a2b,a1b0b0c8
a35cdeb6,a00ada02,1f5e594d,a47cd088,a49a2dbd
9ec3b87d,9dfdfee1,1e412480,a10a0dab,a10f22db
201bf3f0,9c88ce98,9efe1e0e,1de5d3f9,20024d31
222d31d6,9bc6e7f0,9c9fbd82,9f94a553,2228727c
a322bab7,1e5a94a5,1b8c0390,a37ec94f,a3d0a624
9ee801fd,1ef15add,1c0fc332,1b5b6ca3,1cf8dd2d
2080b841,9ea7c02f,a08bf8ad,1b345873,9f2d2f1f
a0fe5a8b,1cf68398,a443261e,1bf0d3f8,a445206e
a288a033,a1648e49,a4f60114,2210ee05,a4fbccc4
9d6ca66a,1baa351b,9c466018,1d82cc67,9a57bfa8
9cc1dda8,a2c7279a,a4cc00bb,221a7cc8,a4d3a010
9db514f0,a15f2bac,a417578d,22240e33,a4109901
a250137a,22a50e72,22f18f9f,1e2382fd,2317730b
1da56d9b,1c8ffd3c,1bda0acd,20f36fe6,20f6cc1c
a33fb86b,a1212570,1d6e27db,22404777,a319aa02
9df1bb2a,1bf97dad,1c605508,23bef0ec,23bee48a
9dc6e6e7,228c376b,a44746f9,1d1fcaaf,a435c3c4
24830d35,a2fa7df7,1d9aaefe,a08f2b15,2465b12a
a4ea5573,a4d3e0c3,1ba6733f,9bf4a6b9,a55f1b25
24cc08cd,22e6d802,1f07274a,1ede583c,24da9518
1ee35677,a392524d,9e088658,1e12f866,a3921829
205c8195,1bcf6216,1f56b645,9dc96509,208625d8
9b75e39c,a1de6b57,a39918e6,9debd18f,a3a70ed3
20b14954,1e90ce7e,2457ffb5,1b1890c7,24597488
2042a3d0,a42c9aff,223c60bd,1e15be50,a42008f3
2447b5de,9eb023b1,1fdae267,9ea458e6,2447f8c0
a1271817,a155f536,24064999,1f52e327,24008a1d
9eb8be1c,21332c73,a030865e,1efc258d,21092617
1efcc3e1,24620f62,22a4267f,a374dc56,24397cb5
1c13887a,23f6de10,24aee004,21a768aa,24ef3574
a0453a53,9e628e09,9ee59d00,2047ccbb,9f212862
1fda265b,9e2ffded,1f084694,9efd4ecc,1fc8f634
a0f4f25b,a3e70923,a2017266,1f33bcbf,a3fab15b
1e485961,a1717228,1d978dda,9bfc8d57,a16d4138
a21c0f7c,2271ac8e,9ed3b89a,9fe77d83,21997369
1ce34c56,1d6a1ce4,a2305a1a,2429a752,241ea71f
2191db0f,9efe8c82,9dc52fea,a4fd5c77,a4fb2808
9de9f4f1,22174b48,1dbb451b,a08b1961,2205d0c4
9def1d7f,a34ccb0e,1c0a9135,9dada2b1,a34cfc7c
24a55bbf,1bfc9c08,20447f79,9f594fbc,24a5a314
a4c0234c,2273fd88,9ce997cb,2166432d,a4b6b7c3
a24ee2c9,2461cb11,9c61d307,a2a91421,243fb97e
9ddf3820,2170a31e,1eb6a215,9f8503e2,2163f942
9ef32401,a3a36e1a,1e6f3486,9ddaf398,a3a39aac
a2bd0846,1bb6a5e3,231326cf,233194f2,2366390b
9bdbfdc8,a480a99e,a4bb4c33,a0e4aaef,a51e6d59
205a244b,a435ebd1,1c6de3c0,a298e1af,a4482cf5
1eabb06f,a2685178,1bab54ec,a2be2d79,a318d3ec
a3a8960a,1f9db949,9ef97199,1d595c64,a3a82fe2
249910e7,1d28e912,1d3bc676,226cfbc4,24a07b8e
a3a89db3,217baeef,2067ac17,a031e5e6,a3a054af
a25dd3db,238e72c1,21090439,9dff381d,236de0e8
a2fb9f42,2380c08d,1f2c272f,a13cae00,22f12580
2202767b,a0b977ce,a13b3fbd,20e32177,21b1b782
9f7f6b0a,202e4826,1b049f32,23b5366e,23b6138b
238483db,1f1db4a2,9faf46fd,2249c3d0,239d5be8
9ed5f5e2,9d46e820,24814061,9d41d25c,24812ff0
1db308d9,1b97a5a9,229f5284,9efc8834,229e851d
217657e9,236f04d8,9f4efee6,9e39c38e,237d6ce7
a07d6b33,a0c3f01b,9bfd1086,9fc16168,a1399ea9
1d9ac9b1,1c7c2da9,23951379,9d9398bf,239515e4
1c28d6f0,a2d48baf,20273dd4,a46d516e,a4839d7f
214f6896,a3182914,1e0f1df2,a2a31a89,a35c9c08
219e2309,a3a7d8c7,20c97c34,20e259bf,a397473f
21915e8e,9d254656,2110bba2,a1f62ebb,a06627f9
1e77cb99,224ae6fe,9c267a42,2055f8ce,225933ef
a460286e,1bfdf25d,9d46d3c1,1c5435bb,a4602a36
221ffd26,1e6bd577,9ed539ed,24bd7c14,24c27608
22c1a240,1e03d5a0,9cb82200,2310e76d,2371d3c1
a17e05b4,9e6aacb0,9e55735c,1eb2cb91,a17f6fd8
1e67b018,1e7b0c9d,1cb78d57,a016d1ae,9fee6d90
a0738c2e,22b68cbf,2279c9b1,20587a82,23194c85
a44f06b4,9e6caf7b,a31f2904,226a8bbe,a4683704
a0fc7890,9dd777cf,1bf1c37f,a4f8dfd1,a4f9df6b
1e7a152a,1ec602ab,1e6d4670,1db2b29e,1f732e90
9caae1f0,a4af9c69,a4b07a1a,1e63e85a,a5300807
1d619266,20f7e7a7,1eb040a4,a0a8aa91,2038088a
24e49eff,2071d293,1dc964b6,a35d5c98,24c96f7b
9ff737e6,9d991f5a,24c208f8,9f179353,24c1b5d3
9f6e7717,a3f0a00b,9d4d0b92,9e9af16b,a3f1446b
9fe9aa66,209591c3,1d6ba2e2,a1a2a82a,a18b688e
219bfdf9,1c69c699,206c2c5c,245f09f3,2464d6f9
200a6f82,9e24a934,1d429315,9baf5ddf,2002d78c
23c9f04c,1fb9b365,9f8ce3b4,9be01858,23ca1c3c
1b18391f,9b29f765,a176ca21,9e07cce5,a178ea70
211d8907,9e526c17,9fc23c64,200b7db2,2124d737
a277ba98,a071bf80,9e651176,1bd0fa93,a283da8d
1df030f7,1f5b4975,a277ec2c,1dce081c,a2739fea
205cce6e,223c1b1b,9e289e38,1c74404f,22494ea8
9baa19e9,23b16aeb,1eae090a,2080e21d,23b3994c
9d7fad7e,20e6e91d,9d02ad77,9e22fe4b,20decc75
a1d5acbd,23b2d7a8,a29445a5,223d1787,23980e64
217600a5,1c85a937,a239be93,1b13d8a5,a1f856ca
214aa27f,a051487b,a49bb080,9e647ec3,a49a8b03
1c9b85d0,a2791075,9c9377e2,a26dbbbc,a2f36598
9b51faee,a24afa2a,1b573b9b,222b3062,a0fe4d98
22d239af,231bf3a2,a3748d2a,1da987d1,2184c404
1ec26b4d,a47ddec8,9cce5091,1d342ddb,a47dc547
204479f5,1c1636c5,1e861a2c,241074fc,24114acf
9e84e61c,1d9f5447,9be3461a,1e3a9bc8,9bd40faa
a03b6cd0,9da425f5,24c56cd3,1c8f71b5,24c50d1b
1c034073,a0a021ce,a3c9b18c,9f4e8baf,a3cc9853
224af120,24ca0aef,217a7df4,a0816899,24d1d60b
2118ad05,9ddb70e9,1b712e97,230b57d9,2314c82c
1b73282b,9c3a0984,9c0fa3f2,9bd3b5ff,9cbb5f35
1c3fabb4,9d27018c,a2164e4a,1c3e243b,a216602d
a4470a86,a394cbe1,1c6acca5,1d2a2fb0,a488b671
9b764b5a,1c3ac5f6,9e7b5ac7,1de79f40,9dff6fea
2219854b,9d5466cb,1ecfba29,9cd004e9,221ad5a5
1dc746be,9f3caf28,1e69cd55,9f601503,9fa4b3ff
9e0dc566,221db85f,9c31e161,9c4ebcc9,221d1290
1cb03fa0,9b06d292,a107c208,20a0ca93,a05c342f
1dbc56ac,9eb56df9,1d63a8e6,9ce8ca5a,9e70dfae
1f27d4ea,9d6d019d,1e9b4979,a16b58fa,a15cee61
9c46de89,1e4bd0c5,1d388ca1,1cc3ce2f,1e82ffe5
9cf97e16,23663b90,9d701ec8,a3274c8a,227b60e1
a20179e3,1c86947d,9bc804af,216f4ce0,a18b3831
9b977f93,1c8f6b99,1b763be7,1d18c197,1d5ceb30
20f97213,9eb277cd,1e1d7c02,1e24f967,20f85e41
a4da2bbb,245e5c02,1e604b15,a4038615,a4acb9c2
9b917e2f,a1dd0046,1fcc5204,1ea5b13f,a1cdad79
9e5d0c36,1d94e654,2185394f,9d035af1,2183d26f
231058dd,220b23f5,24ec493a,24187702,2527747b
20114921,9d38a4f6,9cf35cc8,9f8e808f,1f8a7f18
206f7ba4,a0bfe4a9,1c6d07a2,a2de2232,a2e29d37
1cdca7d8,9c1f8343,a1194e13,a2806e2e,a2938f22
1d577bb3,24a7051b,9e276224,1ec29990,24a70db8
9e058027,a437de29,9c419887,1c59439a,a437e669
9e504f6a,2208d53b,a3939436,1e8f7278,a3826fbc
1bba29dd,228a61cf,1bf3fedd,1d610754,228a84a9
223ff4a5,1f1cce02,213f088d,228c97c5,2302d663
23cf5d30,21d1d7f1,200975a3,1cb1148d,23dd905f
209e25f1,1f84915e,24da1b6a,20fc48c6,24dbd6fd
9d6a6835,9c63175f,9f48292a,1efe02ea,9eb6b52c
a2dafe50,24ca75b5,1c7a03f5,22f9939d,24cc5f87
218520ff,1b300096,9bf32c06,239577a9,239dc91e
21623edb,2038c931,a257bc01,9c9dbe09,a213b36f
a2b08daf,20008bcb,1b624362,221e6af2,a23aa426
9c36ccb2,a332c8f1,1e26379a,9cd6f85c,a332a8f6
1fc02afd,24964422,1e54118b,222619ce,249bab9c
a1df305c,1c0de722,1b5bf80b,9fe640e6,a1ed7bce
9b260761,a1be14c6,a3fc479e,9d7fa43f,a404189d
a20c446a,1e1aade7,202e8c86,a0f36c6c,a21f2e81
1e8ea51e,1ef21b62,208bde7b,a1d2a7a0,a1a9acff
a4034c13,9cd17a2a,242832b1,1d9c4c9d,2313a776
243fa691,20a58143,9f0eaf2a,1dca032a,2440d438
20f88a06,1e8e5b07,a3a061f0,a3e4a5c3,a44080fa
1b5218a9,1f9fcc3e,1c555d41,9f013cc8,1f428342
9d4154d1,1b4ec84f,9ef5c962,1b1e7ccc,9f058cb9
a4e22764,24374e09,a32cbf91,2281c62d,a493fbef
a368c5a2,a10251c5,2044a333,9d5bf881,a36de5f1
1c475439,9f67ef62,21709024,216bfb45,21e71f24
9f775353,a086cd27,9e9aefae,a40c371e,a40d95eb
23f78598,9c25f5fe,9e5b698f,21ba27d7,240185ae
23557225,a01b9ab2,9df74a55,a4608507,a42bcbd3
a2763418,1d7e932f,9c41929c,9d7df241,a2764009
9e46c335,9b12278e,9be28f19,a4f32776,a4f32df7
21d5bac3,1d2ac59e,a2514caf,1dfdff69,a1cb8b39
a06d7d9f,239a8cf2,a3ac69fd,2002e41a,a21591f0
23040cb1,1bb03354,2457a6bf,1c031e0a,2478aac6
20a522be,a1ce4152,1c767a2b,a2becbed,a2e80262
21434e6c,1cb6890b,9f68dd0a,2316466c,2321982a
22827059,a34b1db0,9b2794c9,1ee52117,a309739b
9d7df302,233635ac,a4068902,1f9d1bae,a3b16202
