a,b,sub,expected
c8b9,951d,0,c8b9
05de,5f40,0,5f40
933c,671a,1,e71a
e067,8385,0,e067
92ab,7eb6,0,7eb6
efa8,e793,1,edc3
80dc,d93e,1,593e
6871,4e48,1,6864
6d82,4154,1,6d81
d137,05bc,1,d137
1382,2382,1,a30a
d3d8,e23f,1,61c2
5f1f,98a2,0,5f1f
8e63,ca0b,1,4a0b
9634,73b3,0,73b3
17ce,3627,1,b61f
0ef2,7d5b,1,ff5b
07e0,a6a6,0,a69e
27b3,b34f,0,b259
559f,a2aa,0,559f
973a,5dd0,1,ddd0
8e7d,e69b,0,e69b
a071,80d7,0,a071
37a4,6b92,0,6b92
cb7b,f4b5,1,74b4
aadd,fcc0,1,7ec0
bc54,cb43,1,4ab8
1af9,20d6,1,9e30
f11c,9248,0,f11c
72d6,7e91,0,7e91
88eb,4f2f,1,cf2f
a5c7,36f8,0,369c
8fb2,e409,0,e409
9559,7602,1,f602
c526,9da8,1,c525
7d2e,d929,1,7f2e
ec62,80a5,1,ec62
cdb4,d959,1,58a2
37e0,871d,0,37e0
fd10,1a5c,0,ff10
da82,7b68,1,fb6f
979f,1bb8,1,9dc4
871c,447c,0,447c
32da,7d6e,1,ff6e
6e29,806e,0,6e29
3436,b2e2,0,2a28
d0ce,6f8d,0,6f83
7b7a,32bf,0,7b7a
ca10,f16d,1,716b
fdaa,00b8,0,ffaa
214f,b701,0,b6d7
1e80,6047,1,e047
2fab,5796,1,d794
7e05,ab28,1,7e05
16a7,91ae,1,18bf
4b90,c4e9,1,4d02
3053,38e0,0,39f5
0ccf,3691,1,b690
7070,cc13,1,7072
8e00,aef7,0,aefd
b1e3,aab8,0,b391
019d,30c8,0,30c8
8a98,6754,1,e754
1a24,649b,1,e49b
acfb,79ae,1,f9ae
e4f5,6808,0,6236
c499,9ddf,0,c49a
9ebc,708d,0,708d
fa7f,63e9,1,fa9f
c4f5,22f2,0,c4f2
1006,f09f,0,f09f
3af6,9d83,0,3aeb
db86,5894,1,de0d
a310,d80e,0,d80e
5073,05ce,1,5073
c62b,ccd4,1,4a92
6729,0bce,0,6729
b5d9,3ab9,1,bcd3
baa9,5f58,0,5f55
9099,a21a,0,a264
8663,79ad,0,79ad
95ab,67c7,0,67c7
6c34,b7a2,1,6c34
2020,2da5,1,ad21
4690,8065,1,4690
2511,8b83,1,2520
9d2c,b978,1,396e
4e0c,0036,1,4e0c
667f,a9af,0,667f
b354,e6bd,0,e6bd
e8ca,0608,1,e8ca
d169,6229,0,61d2
b388,dcbb,1,5cba
5741,ea31,1,6a6b
2cf5,4c91,0,4c96
ffa6,d5c6,1,ffa6
4cb6,d0df,1,533a
2cc0,b645,0,b515
edd8,19e0,1,edd8
838b,56af,0,56af
4c57,559e,1,d488
a216,20bc,1,a569
0eb2,6a08,1,ea08
caa6,1037,1,caa6
47eb,5558,1,d4d9
706b,b90f,0,706b
7870,0404,1,7870
c525,ce68,1,4d1f
8fd9,f330,0,f330
097a,246b,1,a460
ec58,0a59,1,ec58
ddfa,845f,1,ddfa
6270,24d9,0,6270
3b7a,233a,0,3b97
307a,2a91,0,321e
87f5,f64a,1,764a
0a2c,d50c,0,d50c
6569,ef12,0,edb8
0de0,7d63,1,ff63
ca50,d163,1,4f9e
7295,74ed,1,ee8a
719e,0327,1,719e
d8a8,f416,1,740d
c13b,8c6a,0,c13b
52c9,2b78,0,52cb
498f,57c3,1,d711
1bce,478b,1,c78a
39d6,5efb,1,def8
87b6,99cf,0,9a0d
0567,81ed,0,0567
39d1,5ae5,0,5aeb
1af9,3381,1,b365
cf44,20c9,0,cf43
d9a8,81a2,1,d9a8
a54d,2b8a,0,28e4
f9ef,3490,1,f9ef
b7be,4927,1,c965
cb8a,8436,1,cb8a
31a2,dfc1,0,dfc0
babd,34b2,0,b864
7582,1b6f,1,7582
226c,625d,1,e25d
acf2,ab38,0,b047
8007,49f2,1,c9f2
9ca0,c8b9,0,c8ba
0f87,fe8c,0,fe8c
b794,1590,0,b78e
6916,abc5,1,6916
6160,3df1,0,6163
745c,e8a2,0,7390
44b6,394a,0,455f
3f01,2d33,1,3eae
37ee,5225,0,5235
c0d4,5c05,1,dc0f
aa9b,2846,1,ad70
49f0,4f0d,1,cc15
556c,1338,0,556c
1ae1,da9e,0,da9e
58cd,807e,0,58cd
427e,a605,1,428a
81a8,1a65,0,1a65
a377,85c8,0,a383
0069,095e,1,895e
5f45,d757,1,608d
35fd,985d,1,3606
4d1c,af2d,0,4d15
7633,0d85,0,7633
33a4,0695,1,33a3
a743,cdfd,0,cdff
2110,2890,1,a698
ee0f,f376,1,706e
142e,037a,1,142e
1618,3a9d,1,ba9a
e6a3,219a,0,e6a3
738c,b85c,0,738c
0f0f,ef26,0,ef26
4296,6290,0,6297
b187,2195,1,b1e0
8a7a,59c7,1,d9c7
cfbf,431d,0,cedb
dc48,69bc,0,6933
5f72,2acd,1,5f72
58c3,49f8,1,5864
a372,2e91,1,af7f
b17d,239e,1,b1f7
2f84,cacb,1,4ada
bf36,ac60,0,bf7c
dea6,0ad7,0,dea6
5714,ecd7,0,ecbb
cafb,effe,1,6ffb
84fc,62df,1,e2df
4f26,e0a0,0,e067
a9e9,d2da,0,d2db
51b5,3639,1,51a9
3743,708c,1,f08c
53f7,8849,1,53f7
3402,8096,0,3402
a580,de6f,0,de6f
5fdf,dbfc,1,61ee
dd31,27f3,1,dd31
fcce,3008,0,fece
3c85,3352,1,3b36
3e51,d3b9,1,53ec
b14c,a0a3,0,b196
612d,f504,0,f4db
f536,b070,0,f536
a4bc,4b58,0,4b56
cdd3,94cb,1,cdd3
c4b5,6ece,1,eecf
6b49,a096,1,6b49
d501,7144,0,713a
9192,5830,1,d830
80e2,0068,0,0000
dade,b588,0,dae1
f87e,0290,0,f87e
1069,4a14,1,ca14
4914,01f9,1,4914
1f52,a560,0,a317
7fdf,ad61,0,7fdf
3c98,2a99,0,3ccd
26a8,310a,1,b035
9d8d,57b4,1,d7b4
1df8,3609,1,b5f1
2052,f135,1,7135
8e40,515f,1,d15f
ded9,ca59,1,dea6
ba8c,3a39,0,a930
f294,d239,0,f29a
f127,e863,1,f00e
32d4,7a48,1,fa48
f8f0,c924,0,f8f0
beff,3cc8,0,b86e
ab51,24cf,1,acdc
175c,7f19,1,ff19
0513,23e7,0,23f1
064d,9f0a,0,9ef1
1356,6d22,0,6d22
b507,a3eb,1,b4c8
78bf,a960,0,78bf
6be6,3a75,1,6be6
1001,8bde,1,11f8
dff3,1fd1,1,dff3
ea0d,d30f,0,ea29
48ed,1f13,0,48ee
6363,06e2,1,6363
befd,47e6,0,4627
aec4,7bde,0,7bde
8bb5,e2cd,0,e2cd
8439,f9b8,0,f9b8
ac19,983e,0,ac3b
9978,232b,0,21cd
fc09,4392,1,fe09
17a4,045c,0,17ea
e263,f220,1,71ba
5e53,31d0,1,5e52
80da,9bf9,0,9bf9
c205,be7f,0,c4a2
7215,3c70,1,7215
a8f2,8ee5,1,a8e4
12ff,4daf,0,4daf
cf84,e976,1,6967
b22f,e64b,1,664b
432f,2418,1,4327
9350,ca5c,1,4a5c
3843,9ba6,1,384b
7ee6,8f4a,0,7ee6
b0e0,750a,1,f50a
6bca,75ac,1,f4b3
aceb,9998,1,acbe
511d,feb6,1,7eb6
7b83,cd56,1,7b84
5530,01a4,0,5530
94e3,bcea,0,bceb
644c,f204,1,728e
ddf9,d9c3,1,da2f
d13b,561e,1,d85e
f235,92d5,1,f235
0737,603c,1,e03c
9c87,f89f,1,789f
66d9,1dca,0,66d9
96fa,3dc2,0,3dc0
3241,e005,1,6005
4cca,bd6e,0,4c73
46e4,0f5e,0,46e4
3e5a,aedc,0,3dec
d771,f19c,1,718d
1d26,7095,1,f095
4102,415b,1,b190
8cde,da3d,0,da3d
9536,45f2,1,c5f2
a8dc,53f1,1,d3f2
4e30,dcb0,0,dc4d
2bc5,4a55,1,ca4d
19d7,06ee,0,1a0e
11f3,8455,0,1168
2989,d896,1,5896
7f82,9796,1,7f82
ebe9,9b3e,0,ebe9
eeea,1edb,0,eeea
bdda,ab3e,1,bda0
f328,926c,1,f328
2c24,b433,0,b254
ab81,9553,1,ab56
1c19,af5c,1,2f9e
2fe2,39dc,1,b8e0
ba27,d654,0,d660
0927,c72e,1,472e
228d,31ab,1,b142
598a,56a1,1,5473
3c9e,1bd1,0,3ca2
8da3,8900,0,9012
42d4,93cc,0,42d4
ec67,b286,0,ec67
4ac2,9d4e,1,4ac3
9b84,c0b7,0,c0b9
483c,2c1f,0,4844
84ae,919c,0,9232
6912,65a1,0,6be2
9957,ae7f,0,aeaa
73e0,2e50,0,73e0
3c72,a6eb,0,3c56
ef94,c8fc,0,ef96
151a,e876,1,6876
0165,8e93,0,8e93
bffc,1f25,1,c002
2fbb,c1c9,0,c18b
3d2d,8924,1,3d2d
eaef,05c1,0,eaef
5e1f,39b8,0,5e22
f0d2,5115,0,f0cd
e2d3,a8ce,1,e2d3
addf,5863,1,d864
5b06,c0f3,0,5af2
3d8b,dfb9,0,dfb3
70c0,743f,1,ef7c
54eb,f85d,1,785f
1be4,acd4,1,2d13
64d8,1ace,1,64d8
8cbe,9a59,1,19c1
73ed,6e0c,1,70e7
ef01,9357,0,ef01
78cf,307b,0,78cf
70ff,4c59,1,70fd
04ce,debe,1,5ebe
2d73,bba7,1,3c2b
8ec0,3e81,1,be81
58da,3f75,1,58cb
31b9,7b3b,0,7b3b
9531,7ab8,0,7ab8
f7da,d10d,1,f7d7
abae,68f4,0,68f4
a349,0178,0,a349
74d3,76f8,1,f04a
1ffb,df41,1,5f41
f1c9,ba2e,1,f1c9
fbe9,cc32,0,fbea
5025,bc45,0,5003
87e2,ca44,0,ca44
e7de,7303,1,f3ff
d5ee,7c0a,0,7e0a
34da,1387,1,34d6
fdee,02f3,0,ffee
39b5,6719,1,e718
4145,388b,0,4268
d81e,b82c,0,d822
2df7,96ce,1,2e12
09de,a238,0,a221
0750,d2db,0,d2db
41d0,e426,1,6429
0aab,e32e,1,632e
4c76,4501,0,4db6
6a6b,feca,1,7eca
7ac6,cb00,0,7ac6
a2b5,20fc,1,a5d8
7e55,dae8,1,7e55
e831,f814,0,f857
dd29,1501,0,dd29
419b,467c,0,48a5
ad0f,f291,1,7291
3825,07b1,1,3825
5253,1a4e,1,5253
6673,4a44,1,6666
1183,4f4a,0,4f4a
60a1,4ab0,0,60bc
6d21,01de,0,6d21
a96a,a05f,0,aa82
bba0,bec3,1,39e6
f06e,dc07,1,f04e
08b1,eb93,0,eb93
93d2,3a18,1,ba1a
530f,16d6,1,530f
de28,8725,0,de28
90df,7b5e,1,fb5e
151e,021d,1,151e
c33e,8ee3,0,c33e
5f6e,1e54,0,5f6e
8a61,86d2,1,85f0
a425,f499,1,7499
e1f7,4aef,1,e213
a269,4e0a,0,4e09
f307,67df,0,f20b
8e93,9868,1,172b
d551,99ea,0,d551
2c9f,8b92,0,2c9b
fe14,f15d,1,fe14
e61a,6b5e,0,6851
9e44,cbcf,0,cbd0
048f,36fb,0,36fb
9b4b,05d8,1,9b7a
046c,862e,1,094d
43db,d05c,0,cfbd
443d,fe34,0,fe34
e39e,aa6a,1,e39e
c789,3f60,1,c8b0
bbc5,5cd9,1,dcdd
09bb,f6bb,1,76bb
627c,bf0c,0,6278
45e0,ba7c,1,46b0
66a1,f6c1,0,f657
f829,d237,1,f827
4902,8592,1,4902
97fa,95fc,1,8ff8
c9d0,2669,1,c9d3
9f07,8672,0,9f21
c64e,a7b0,1,c646
9634,4d19,1,cd19
d7a7,b3de,1,d7a3
8998,bbc3,1,3bc3
20d0,f87f,0,f87f
b90b,f298,1,7298
35ef,ab62,1,36db
ebea,2ffc,1,ebea
e432,b565,1,e432
803e,9061,1,1061
197f,99c2,0,8830
3496,3dde,0,3f04
34a6,91fa,1,34a9
08e2,e253,0,e253
dae2,b72c,1,dade
0fc7,2726,0,2745
b07b,c65e,1,463a
2c2f,6989,0,6989
ef4a,df47,0,efbe
5ba9,29f2,1,5ba9
0ce9,a5f5,0,a5e1
8b32,6b23,0,6b23
2439,ab16,0,a8fa
0341,9561,0,9561
c0dc,2e69,1,c10f
aa66,a11d,0,abad
26f5,62e9,0,62e9
f031,5b0c,1,f04d
2f92,572d,1,d72b
ee6a,3ad0,1,ee6a
1c24,34f7,1,b4e6
5406,e892,0,e872
f74b,e6be,1,f6df
ae9a,4c3f,0,4c38
fbeb,b2fc,1,fbeb
fb0e,908d,1,fb0e
f647,42e1,1,f647
de02,5d79,0,d048
95f6,d681,1,5681
b6d1,8061,1,b6d1
f410,17cf,0,f410
aef2,c16a,1,4132
39df,fa9f,1,7a9f
dd70,8fcd,0,dd70
3003,ff12,0,ff12
db0f,a358,0,db0f
5f07,cb85,1,5f43
2607,0c69,1,25f5
4d29,abe3,1,4d2d
23fa,8a36,1,2409
f247,85b0,0,f247
deb1,2400,0,deb1
4a46,6dad,1,edaa
96c7,4921,0,4921
3520,b6eb,1,3a06
307e,f3aa,1,73aa
bef0,1871,1,bef2
577a,ef22,0,ef04
7068,fc7a,1,7e7a
616f,a2d9,0,616f
bd3f,3fe7,1,c293
f07d,d133,0,f082
c83a,685d,1,e861
d134,08a4,1,d134
abe9,5f95,0,5f95
0e95,9258,0,8e1b
012b,9756,1,1756
8611,22ba,0,22ae
1b76,8a68,0,1b10
8ffd,4c2a,1,cc2a
4403,d445,1,5485
3189,9dda,0,315a
85ee,2701,0,26fb
ec58,c45f,0,ec59
fb55,b988,1,fb55
cc57,8ceb,0,cc57
a9f0,5e6a,0,5e6a
e08e,381e,0,e08d
6791,6950,0,6c8c
c540,7a1f,1,fa1f
e08e,53f3,1,e10d
8307,f167,1,7167
6b31,8693,1,6b31
4a18,9aba,0,4a18
81f6,3379,0,3379
a23b,edc6,1,6dc6
48e7,4830,0,4c8c
8652,0bb0,0,0887
d630,53fd,1,d917
69d6,14c0,0,69d6
2b93,491e,1,c916
517c,347b,1,5173
f893,b343,0,f893
fe9b,0181,1,fe9b
abac,13fc,1,abcc
543f,11ca,1,543f
111c,23c2,0,240a
4b52,caae,1,4f00
25a9,8cb4,0,2596
e31a,4aab,1,e335
8bef,ee4a,0,ee4a
6202,df38,0,5ccc
3a49,b341,0,3879
07a0,c274,0,c274
7372,d925,0,735d
2969,acd4,1,2f88
811a,f261,0,f261
1436,c305,1,4306
3fe4,7baa,1,fbaa
e1d5,6ca6,1,ed61
0e49,b0ad,1,30b0
49dd,6801,0,6807
de21,cc0a,0,de62
81f3,0284,1,8000
16ad,e406,1,6406
2bc7,eaed,0,eaed
bd66,ef34,0,ef34
b0f2,9d7d,0,b11e
db59,28ab,1,db59
27c5,cc3e,0,cc3c
c53a,9195,1,c53a
f0da,d663,0,f0e7
b801,754f,0,754f
b800,fde9,0,ffe9
3440,fde9,1,7fe9
ee1c,efa0,1,6610
f348,e432,1,f2c2
3a8c,dbf4,0,dbed
da29,981a,1,da29
6b52,796b,0,79e0
a585,afc5,1,2e64
4658,41b2,0,4898
9edb,29c5,1,aaa0
6ead,5d7e,1,6e55
15b6,75a7,1,f5a7
1a43,9af7,1,1e9d
4671,3091,1,464c
9ba6,12eb,1,9cb0
cbab,50c2,1,d2ad
04b9,b541,0,b541
10f6,3349,1,b344
90a3,6132,0,6132
a5d9,034b,1,a5d9
9a46,4acc,1,cacc
9f18,628d,1,e28d
21ed,f1a8,1,71a8
8686,2506,0,24ff
c3c3,50fb,0,507f
1af6,f03b,0,f03b
abd3,06c0,1,abd6
a3b6,1449,1,a420
362a,3523,0,39a6
2955,a6fe,1,2c6a
e530,c9b0,1,e525
0cbd,d3f0,1,53f0
85c5,e706,1,6706
37fe,5e63,1,de61
a700,2341,0,a2bf
3658,dd6d,0,dd6b
64f3,5538,0,6546
d01d,716f,0,716b
3d16,1386,1,3d15
5712,a5b6,0,5712
d6c4,ac27,0,d6c5
f68f,21d0,0,f68f
669b,bfd3,1,669d
8333,e738,1,6738
088b,0050,1,088b
ec49,2f53,0,ec49
cbcb,1bec,0,cbcb
1e63,a327,0,9feb
5375,ba49,1,538e
6e18,3645,0,6e18
6816,6a20,0,6d1b
beca,da59,1,5a4b
a2d5,1d6e,0,a01e
6807,732a,0,7416
5261,4388,0,52da
c0ef,e35b,0,e360
df13,cdc4,0,df6f
cb8f,7345,1,f347
e53a,c83c,0,e542
628f,2b54,1,628f
401c,f533,1,7533
afdc,4c2e,1,cc36
9b7d,c8d5,1,48d5
86a9,b053,0,b054
080d,68f1,1,e8f1
0b42,0218,0,0b42
8960,30e8,0,30e7
df60,fdd3,1,7fd3
2ab9,ffbb,0,ffbb
bd77,a803,1,bd57
f4ed,8db2,1,f4ed
ae38,c2e4,1,42b2
9914,5db3,1,ddb3
b4a3,efe5,1,6fe5
c8c0,d37f,1,524f
43a1,e126,1,612e
1fd8,b1c3,1,3202
9455,34b2,1,b4b6
bd23,c980,0,ca24
c5e1,70f6,0,70f5
1a32,d523,0,d523
b714,4e39,1,ce55
1263,241d,0,2450
8111,7aba,1,faba
f757,9ad5,1,f757
62dd,2ed7,0,62dd
621e,b55f,1,621f
95d9,5c60,0,5c60
561b,c0b5,1,5641
5aab,e822,0,e76f
93d5,d0b7,1,50b7
a970,40af,0,4099
e387,ebd6,1,69f4
3a54,e5a7,0,e5a6
e9dc,b27b,1,e9dc
2ef1,fab8,0,fab8
0bbc,ec98,1,6c98
d8e5,0696,0,d8e5
3981,b761,0,3342
0631,c330,1,4330
199d,6ffe,1,effe
cf0e,a023,1,cf0d
6afc,945a,1,6afc
2ffd,1006,1,2ff5
3b85,1deb,1,3b79
d1ad,2175,1,d1ad
4431,97ed,0,4431
d147,3f20,1,d180
e43d,3640,1,e43d
008a,b51f,0,b51f
4236,1c0b,1,4234
3611,c5da,0,c579
07ff,705c,1,f05c
20c4,2a1d,0,2b4e
80ad,8646,1,0646
bdfe,ef17,1,6f17
f543,4036,1,f543
9921,b818,0,b81d
e9a2,720d,0,70a4
8985,190a,0,18b2
b85f,2cc2,0,b78e
d649,651f,1,e584
7190,76e3,0,78d6
88f4,2eaa,1,aeac
950b,f6d0,0,f6d0
171c,642c,0,642c
a0f4,d718,0,d718
4dc0,0c9c,1,4dc0
f5b9,2ed1,1,f5b9
25bd,32e1,0,3399
73ce,ef79,0,7012
7008,69c5,1,6d2e
3899,deb4,0,deb2
c696,78e7,1,f8e7
3467,724e,1,f24e
9d75,0dc8,1,9dd2
dbfd,bf6a,1,dbee
6fa7,7621,0,7805
6fac,a4c9,0,6fac
fe3f,f6f3,0,fe3f
9e52,682d,0,682d
37a5,7f6e,1,ff6e
2789,a8cf,0,a02a
8d04,3410,1,b411
3e39,6115,0,6118
368c,7756,1,f756
22c9,d4d0,1,54d0
29b7,a93b,0,1bc0
c2fe,aef7,1,c2c6
a3c5,5715,0,5715
9923,08d4,0,98d6
04b0,6820,1,e820
3f6a,f3d0,1,73d0
aca0,61d0,0,61d0
3c25,2bdd,0,3c64
8a52,dc18,0,dc18
c752,a28e,0,c755
4f24,8210,1,4f24
9786,0b76,0,9697
25f5,f345,0,f345
fd15,1832,0,ff15
c79e,8ca5,0,c79e
9330,ac75,0,ac83
9090,6982,0,6982
d842,2314,0,d842
bd9d,096e,1,bd9d
d332,5694,1,d916
5d00,61c6,1,de8c
3e42,f78a,0,f78a
2d7c,8887,1,2d7e
dbb0,9243,0,dbb0
5d2e,b51d,0,5d2d
8720,ed22,0,ed22
b855,3b66,1,bdde
eb38,4bba,1,eb40
9bdf,32aa,0,328b
3dd1,ed94,1,6d94
9e2d,de2d,0,de2d
2297,b7f2,0,b7bd
2809,3b6b,1,bb2a
f4c6,630d,0,f48e
a8d0,62fa,0,62fa
9c7e,f79e,1,779e
82fd,3910,0,3910
c33c,1c23,0,c33a
c239,4d69,1,ce30
8c7e,19fb,0,196b
1121,321e,0,3223
da14,3cd8,1,da1e
1969,9f66,1,210d
0f4d,5d5e,1,dd5e
bafa,1ca9,0,baf1
f1f3,bbda,0,f1f3
b4c5,ae17,0,b64b
8463,4ce0,0,4ce0
93fd,f1fd,0,f1fd
c2dc,f64b,1,764b
df2a,c1e4,0,df36
b75b,d1bd,1,51ae
be66,4ec2,0,4e5c
6fee,ea7c,1,7196
84c6,8b2f,1,08cc
b340,ede6,1,6de6
d2aa,e4c1,1,648c
c5c2,dcf9,0,dd10
67cd,cf39,1,67ea
4528,15a1,0,4528
87dd,48bd,0,48bd
8c86,95fd,1,14dc
eabc,7e68,1,fe68
f7a9,7aae,1,fc00
832b,5b42,0,5b42
a61f,017d,0,a61f
e1d3,6a88,1,ebfd
aa90,bdf1,1,3dbc
b692,bbb8,1,386f
ee58,3d24,0,ee58
257f,8d43,1,2594
9a8d,1f6f,1,a15b
19e3,cc55,1,4c55
5248,c4ac,1,52de
5bba,3eec,0,5bc8
6c1b,8a58,1,6c1b
8f42,8d73,1,873c
0a16,1efe,0,1f2f
67bc,a850,1,67bc
8de6,e4cd,0,e4cd
e43d,b22a,1,e43d
5c27,ed34,1,6d76
2ecf,3eaa,1,be3d
3378,0c4e,0,337a
c642,7027,0,7026
c3d6,d5d7,1,5598
c702,a49b,1,c6fd
bb23,c201,1,4038
2d70,a508,0,2c2e
c096,7d01,0,7f01
89ff,a379,1,2361
0572,878a,1,0a7e
2f7e,aa3e,0,2c5f
9d84,513a,0,513a
e098,524f,1,e0fd
056f,18b4,0,18df
49b0,523a,0,53a6
15fb,cdfc,1,4dfc
06e9,ec95,0,ec95
4179,718a,0,718a
303e,7ee9,0,7ee9
b0ef,ffeb,0,ffeb
79c4,e74e,1,79fe
202c,183c,0,213b
c8d3,2d2d,1,c8dd
55c5,76d9,0,76df
7ea8,c2c9,0,7ea8
1756,e85e,0,e85e
26e2,0e6c,1,26c8
7f99,0dd2,1,7f99
d5df,4129,0,d5b6
70c1,4b61,0,70c3
eb81,8b7c,0,eb81
1992,7b37,0,7b37
a26e,ab85,0,ac90
9ad4,5d8c,1,dd8c
909e,6ee2,1,eee2
c096,70f2,1,f0f2
b29d,fad1,1,7ad1
01b1,cdbf,0,cdbf
7966,a3c5,0,7966
0187,afef,0,afef
dfc8,a06c,1,dfc8
127e,529a,0,529a
05dd,669d,0,669d
aaa6,c66c,0,c679
fad0,d878,0,fad4
aa2c,a9aa,1,9c10
b787,2eff,0,b5c7
86ee,839b,0,86ee
bcb9,6799,1,e79a
551f,4428,1,54dc
603b,ad62,1,603b
3275,cdbc,1,4dc9
2f73,483b,0,484a
4dee,9342,1,4dee
51dc,8e99,1,51dc
d16c,0726,1,d16c
0adc,c04d,0,c04d
eac3,cb20,1,eabc
6fe3,b40e,0,6fe3
df97,20bd,0,df97
c6cf,7883,1,f883
ed00,bf71,0,ed00
3b7a,442a,0,4519
f4b7,f492,1,e0a0
1451,edae,0,edae
7ca4,00a7,0,7ea4
12d5,0d63,1,1024
9729,c10b,1,410a
f0f7,9809,1,f0f7
e2a8,6d74,1,ee49
44a6,be58,1,463c
5385,8848,0,5385
e4a6,840a,0,e4a6
2d62,e5c4,0,e5c4
62b0,58f5,0,63ed
0006,d970,1,5970
33dd,997a,0,33c7
650e,d60d,1,656f
5090,1e06,1,5090
5037,2e9e,0,503a
6fdf,cb42,0,6fdb
28d5,8ae4,0,28ce
91c0,9234,0,95fa
70c5,6beb,0,72c0
9cef,31e9,0,31c2
6621,f704,0,f6a2
07bd,cbe6,1,4be6
e266,909e,0,e266
6014,2a56,1,6014
2233,2e74,0,2f3a
2d52,08d5,1,2d50
cb53,d3b7,0,d4c6
336a,2dda,1,307d
be19,87df,1,be19
b90b,41bc,1,c2ff
2126,3b5a,0,3b6f
8e76,e940,1,6940
84d8,d4ff,0,d4ff
b4dc,69bf,0,69bf
342e,9999,0,3423
f192,792d,1,fa92
330b,7982,1,f982
7f9a,2b33,0,7f9a
68c3,c6ad,1,68c6
d42e,d304,1,c960
14ca,b894,0,b892
d702,b165,1,d6ff
10ab,641d,1,e41d
e03a,2b5f,1,e03a
241a,eb73,0,eb73
ae78,b8a2,1,37a6
c94e,429b,0,c74e
a933,76b5,0,76b5
6857,16e2,0,6857
0ab4,80bf,0,0ab4
f0f2,dc52,1,f0cf
e6b2,ad79,0,e6b2
7f81,7948,1,7f81
a559,6256,1,e256
ec4b,07a6,1,ec4b
c38e,5516,0,54da
7a96,db06,0,7a8f
1ae4,0e75,1,1a15
0734,f589,0,f589
21d2,c1dd,0,c1d7
d525,3a46,0,d518
153b,db8e,0,db8e
8939,6165,0,6165
70fe,3ea0,1,70fe
3f37,b830,1,40a8
9bc3,9bb2,0,9fba
87ad,e3db,1,63db
ce3e,fbce,1,7bcd
c5bb,5f69,0,5f52
2187,2161,1,0cc0
d01b,49d1,0,cd4e
4373,5fbc,1,dfad
a6ae,63c6,1,e3c6
8f1a,db4d,0,db4d
5707,8df9,0,5707
e51d,d4c8,1,e4d0
a40c,c923,1,4921
44a1,de48,1,5e5b
bfc4,603e,1,e042
cf2d,0aee,0,cf2d
2138,9be6,0,1e7d
36a5,eb0b,1,6b0b
e27a,28db,0,e27a
e721,da31,1,e65b
a83e,7be4,1,fbe4
55de,a06c,0,55de
7b28,e6bf,1,7b5e
a585,ffff,1,7fff
4758,3a24,0,480e
2a87,8469,0,2a85
da32,4645,1,da64
6c75,d3b7,1,6c84
5420,feeb,1,7eeb
927d,ab7b,0,ab95
3150,0ac3,0,3152
f4b0,588d,1,f4b9
5772,6247,0,6335
8830,6e7b,1,ee7b
10f4,0014,0,10f4
d60a,4064,0,d5e7
d31d,3d97,0,d2f0
d397,d0b9,0,d628
40ec,13e8,1,40ec
6393,59dc,1,621c
e691,16d0,0,e691
5f4f,5887,0,60c9
d445,0725,0,d445
f373,aa9a,0,f373
a7df,b77a,1,36fc
1d2b,8518,0,1d17
1879,a533,1,25c2
9a9a,dbf4,1,5bf4
b7e4,46f1,1,c76f
3a7d,364f,1,36ab
d1c2,6f95,0,6f89
0f57,52af,0,52af
4752,66af,1,e6a8
7c3b,0ebf,1,7e3b
4b86,93f7,0,4b86
d434,8891,1,d434
9fde,8f65,1,9f68
5eb9,82df,0,5eb9
80dc,ae9d,0,ae9d
e66d,fff8,1,7ff8
c225,003c,0,c225
f860,c500,0,f860
2277,1a47,1,20e5
1658,49af,0,49af
cd0b,22b2,1,cd0c
9c5c,4d1a,0,4d1a
a768,6aaf,0,6aaf
077c,39be,0,39be
b236,40f2,0,408f
b2ba,8240,1,b2ba
86c2,a192,1,2184
3ea4,9410,1,3ea5
ef68,1116,1,ef68
f2ae,a7ad,0,f2ae
d2d6,7dc7,0,7fc7
efc9,5bd9,1,f004
4ef8,91cf,0,4ef8
fce3,1b96,0,fee3
4bc5,357c,0,4bf1
a99e,03d2,1,a99e
82f7,82c3,0,8000
fc10,4541,1,fe10
70de,c0dc,1,70de
8b6d,acd6,1,2cd2
ec77,1f7b,1,ec77
8dc9,59a5,1,d9a5
2c1a,74dd,0,74dd
8e8a,f89e,0,f89e
fda1,d807,0,ffa1
2ee7,12c8,1,2ed9
3522,5fba,1,dfb9
d205,6f33,0,6f27
9cad,50ec,0,50ec
809f,c8b2,0,c8b2
6754,d4c6,1,67a0
e33d,0597,1,e33d
a980,d887,1,5887
2f4f,ac26,1,31ba
af3e,56f4,0,56f2
107c,22d2,0,231a
2b52,9aed,1,2bc1
8afa,2479,1,a487
4aa8,3dfd,0,4b68
eeaa,8dc2,1,eeaa
72dc,f28b,0,6110
0ca3,4adb,0,4adb
99e0,5461,0,5461
3567,9173,1,356a
9bd1,04a4,1,9bf6
21a6,4e94,1,ce93
c15a,c4f1,0,c79e
9363,dcce,1,5cce
2157,0ed7,0,218e
31e6,9d48,1,3210
46bb,e377,1,6384
d2aa,b93e,1,d295
e7dc,823f,0,e7dc
a75f,3eca,1,bee7
a75e,b310,0,b3fc
